parcel,zoning
17849,20495
17868,20495
9731,20495
13622,20495
17933,20495
18024,20495
60407,20502
22350,20505
13652,20495
61327,20505
61609,20505
34849,20495
34861,20495
13727,20495
38406,20505
68128,20495
40101,20502
41809,20506
38540,20505
38705,20505
35808,20502
13919,20495
13931,20495
68483,20630
68141,20563
68876,20521
69025,20563
69218,20540
69333,20540
69364,20540
61293,20495
22234,20495
10013,20495
61700,20505
13961,20495
14014,20495
68324,20495
61848,20505
14081,20495
14125,20495
22360,20495
22362,20495
35600,20535
76192,20573
76508,20434
76583,20573
22056,20521
69242,20669
22617,20521
67856,20632
68993,20543
66872,20309
72021,20256
73550,20542
67859,20427
72517,20361
72910,20361
72911,20361
69753,20543
70096,20540
70124,20540
73230,20524
73363,20430
74268,20563
73904,20423
74414,20540
74418,20540
73050,20540
73889,20402
73609,20502
74906,20665
74960,20502
74961,20502
73397,20540
73291,20521
73654,20540
73781,20540
73364,20521
73976,20671
73420,20521
73528,20521
73778,20521
73794,20521
73817,20521
74145,20521
74183,20521
61368,20495
74213,20521
74235,20521
74870,20521
74886,20521
75008,20521
75013,20521
75015,20521
61599,20495
75391,20669
61873,20505
75278,20521
75383,20521
75564,20535
75588,20521
75721,20521
75778,20521
24877,20495
14333,20495
18353,20495
70720,20334
62033,20505
71161,20540
37953,20502
38780,20505
57564,20495
61552,20504
61949,20504
62244,20505
29518,20495
62297,20505
24907,20495
22601,20495
75944,20427
18429,20495
77128,20540
77198,20324
77199,20324
77215,20540
77363,20521
77468,20563
77423,20521
75216,20564
75814,20521
75425,20564
14536,20495
39105,20505
39135,20505
29679,20505
25079,20495
56347,20521
42600,20495
77030,20495
69892,20495
73706,20523
79945,20495
61894,20495
42714,20495
71549,20521
71589,20521
71711,20521
29857,20505
43084,20505
39376,20505
39422,20505
77981,20521
77984,20521
57845,20495
22804,20495
23190,20497
23383,20497
42871,20495
42887,20495
39501,20505
39509,20505
80238,20495
14971,20495
29916,20521
45138,20495
45153,20495
45166,20495
15048,20495
23063,20505
76181,20502
15153,20495
77672,20415
78197,20521
18818,20495
62478,20495
62575,20495
15221,20495
10229,20521
15229,20495
15260,20495
62314,20505
23158,20495
23171,20495
80268,20495
71203,20631
30210,20535
30305,20505
71855,20495
80471,20495
39808,20505
39969,20505
78161,20495
30053,20495
10365,20521
45608,20504
78067,20320
53598,20495
42278,20504
43440,20505
62707,20495
42814,20504
25286,20495
25290,20495
25305,20495
84259,20521
58215,20495
25368,20495
15555,20495
58275,20495
80435,20521
18680,20521
62582,20495
43318,20495
84319,20256
45593,20495
45652,20495
25335,20505
25519,20505
18883,20495
58355,20495
80526,20495
80544,20495
18945,20495
43678,20505
43697,20505
43734,20505
10544,20495
43394,20495
45707,20495
80601,20495
43636,20495
19006,20495
78406,20495
78537,20495
78553,20495
84650,20521
58170,20521
23697,20495
25151,20507
30660,20495
58644,20495
23760,20495
23772,20495
25473,20495
46001,20495
72982,20422
46215,20495
58720,20495
88001,20495
19240,20495
63580,20505
19282,20495
78723,20495
78731,20495
85189,20521
85261,20521
25680,20495
81234,20495
58851,20495
58901,20495
63327,20495
30786,20495
30796,20495
63385,20504
44018,20505
10805,20495
15868,20495
84962,20495
81340,20495
81397,20495
53514,20521
19549,20495
63545,20504
58917,20495
58957,20495
92243,20505
59090,20495
85481,20521
54032,20495
88327,20495
81097,20434
63979,20509
30878,20495
19661,20495
46737,20495
63766,20495
59119,20495
92261,20495
92277,20495
92287,20495
19688,20495
30988,20524
54186,20495
92445,20495
92452,20495
88378,20521
92485,20495
59281,20495
92542,20495
26265,20495
81702,20495
46840,20271
81982,20521
82180,20521
79150,20495
81840,20495
81864,20495
46820,20495
92873,20505
79226,20495
79229,20495
64132,20540
7901,20540
46951,20495
79378,20495
59431,20495
59483,20495
11086,20521
11163,20521
54283,20495
54338,20495
64069,20495
64081,20495
92695,20495
92710,20495
88576,20495
11042,20495
11359,20521
54378,20495
104290,20495
92934,20495
75239,20540
11117,20495
104488,20495
47036,20495
88736,20495
11615,20521
11240,20495
79420,20495
96277,20495
100608,20495
104386,20505
104393,20505
104605,20505
86007,20495
108022,20495
88482,20256
88677,20256
108646,20521
96868,20495
93307,20495
88989,20521
96395,20495
82681,20521
81996,20267
108274,20521
108303,20521
108505,20521
108537,20521
11558,20495
11565,20495
44661,20506
79709,20495
100855,20495
112111,20591
96640,20495
47212,20495
47215,20495
93236,20495
93247,20495
108785,20521
108839,20521
96833,20495
116404,20540
85941,20521
11638,20521
31563,20495
109038,20521
31674,20495
47373,20505
100997,20495
101052,20495
101079,20495
47427,20495
101185,20495
115941,20540
93609,20521
31739,20521
26540,20495
26581,20495
112252,20495
31772,20495
104746,20495
93697,20521
93834,20521
123456,20521
26686,20495
116246,20540
59887,20495
116601,20260
117141,20563
116417,20521
116419,20521
116887,20540
116802,20521
117265,20540
117051,20521
117113,20521
117213,20521
117254,20521
108810,20495
93887,20521
93911,20521
123405,20509
123808,20509
31887,20495
31983,20495
109573,20540
109428,20521
109444,20535
120051,20563
120292,20260
109702,20521
109837,20521
86429,20495
83243,20495
124104,20505
56720,20246
124019,20509
124565,20563
101354,20495
117382,20521
109052,20495
109095,20495
97116,20495
54582,20495
89118,20495
109927,20521
85977,20502
104815,20495
104819,20567
7914,20289
110083,20521
120543,20260
117663,20540
120128,20501
120426,20540
119917,20545
121118,20540
104867,20495
8297,20289
76747,20195
112698,20521
124682,20521
89234,20521
83314,20495
54703,20495
104959,20521
89303,20495
89314,20495
54716,20495
105090,20521
89430,20495
124837,20502
85823,20502
123617,20495
123645,20495
96338,20563
105002,20495
122625,20521
122630,20521
54834,20495
121303,20563
124397,20509
122157,20521
122181,20563
122186,20563
122814,20521
122836,20521
121475,20579
121577,20579
123997,20495
109258,20495
112921,20563
112953,20563
83427,20495
120392,20567
38846,20311
118076,20256
118080,20256
118082,20579
94094,20521
94186,20521
117782,20495
110432,20521
101427,20495
110590,20521
105245,20505
112538,20495
112560,20495
125297,20521
125394,20521
125106,20563
124989,20495
89666,20495
89699,20495
125668,20521
55026,20495
83400,20521
97318,20495
47924,20495
47925,20495
47926,20495
118664,20563
119305,20521
97371,20495
113288,20521
118647,20540
118429,20563
118898,20540
118949,20540
118729,20563
31957,20310
116257,20490
118261,20501
118946,20563
119281,20540
118046,20495
123013,20495
101553,20495
118103,20495
83952,20521
127368,20521
127385,20563
127559,20521
135474,20540
123298,20521
131420,20521
113157,20495
102177,20521
102464,20521
55082,20495
55118,20495
118383,20495
94354,20495
135231,20521
135257,20521
135273,20521
119397,20540
135313,20521
47155,20563
135468,20521
136717,20563
94379,20495
136223,20258
137065,20563
135585,20521
137257,20563
136722,20623
137664,20597
135654,20521
137492,20565
139413,20651
135676,20521
138578,20651
135734,20521
137651,20611
137985,20623
137591,20535
137629,20473
138487,20521
101819,20495
101869,20495
110680,20495
94334,20521
94461,20521
44112,20522
86847,20495
143284,20563
124888,20509
125988,20521
26757,20495
105516,20334
105591,20521
105615,20521
102139,20495
118012,20303
143386,20305
143963,20540
143473,20267
143066,20540
143583,20458
143587,20540
144207,20521
144522,20521
144660,20521
131561,20521
102294,20495
105262,20495
132665,20521
105386,20495
131695,20246
132495,20521
126230,20563
126255,20563
125320,20267
97753,20495
145443,20285
106119,20540
127552,20288
123338,20495
97770,20495
97777,20495
97841,20495
97875,20495
144701,20521
144720,20521
106208,20540
143907,20299
145079,20521
145371,20521
89998,20521
126733,20521
146679,20540
128118,20521
146842,20579
146877,20579
139815,20241
139829,20241
106153,20521
106238,20521
26889,20495
146880,20579
106272,20521
106273,20521
106711,20540
106316,20521
106432,20521
106452,20521
145781,20299
94446,20495
127993,20521
113712,20495
128021,20521
80101,20256
113864,20495
128111,20521
128395,20521
139770,20165
128195,20521
128232,20521
128345,20521
128447,20521
128645,20521
128832,20521
129007,20521
129085,20521
130619,20563
129119,20521
129121,20521
129949,20540
129306,20521
129323,20521
129366,20521
129467,20521
129506,20521
129609,20521
130072,20521
129820,20521
129893,20521
130253,20521
130317,20521
130493,20521
130551,20521
130646,20521
130829,20521
98124,20495
143211,20459
113637,20521
113579,20540
146016,20521
146516,20540
98190,20495
87015,20495
119692,20567
143555,20456
106800,20632
107247,20521
107325,20521
107332,20521
107450,20565
131982,20495
98237,20495
139894,20651
44119,20509
140471,20484
140903,20651
140944,20651
141063,20645
139642,20643
140106,20540
140426,20671
140836,20647
125164,20246
126081,20246
147267,20563
141479,20540
142224,20579
147230,20290
147289,20290
147120,20579
147404,20540
132281,20495
126554,20288
126578,20288
126762,20288
107829,20521
86711,20521
142056,20593
114111,20505
141705,20521
141893,20545
114023,20521
114250,20521
147766,20563
142303,20267
90097,20495
16101,20246
127149,20288
139758,20652
106445,20495
98401,20495
98416,20495
98423,20495
147820,20579
55241,20495
147925,20579
147982,20540
147870,20593
103038,20495
103039,20495
147941,20593
103052,20495
103062,20495
94869,20521
147363,20581
147770,20563
111204,20495
111260,20495
111287,20495
132786,20521
103160,20495
133005,20521
114505,20540
133149,20521
133162,20535
98620,20495
98674,20495
98695,20495
111796,20521
147359,20456
113205,20267
111461,20495
98734,20495
140486,20113
148895,20579
90408,20495
90434,20495
87226,20495
148145,20164
142565,20567
149041,20563
142619,20456
133301,20521
95036,20495
103305,20495
87328,20495
133856,20521
133921,20521
134092,20521
134256,20521
90501,20521
134490,20521
114254,20505
114460,20256
111733,20495
103369,20495
114967,20521
132798,20495
132892,20495
133034,20495
135076,20521
58767,20504
114514,20495
90276,20434
27017,20495
148620,20593
113925,20304
95134,20495
55367,20495
114719,20540
98936,20495
87525,20495
87546,20495
27074,20495
55448,20495
150080,20148
99058,20495
141088,20646
148251,20543
148254,20190
150746,20653
150402,20540
133347,20495
149886,20146
133543,20495
103559,20495
102640,20521
102845,20521
61243,20491
90927,20434
90928,20434
150967,20646
67300,20339
142654,20540
106877,20638
142561,20593
28544,20499
120287,20558
140027,20169
140343,20622
85966,20434
131191,20267
135208,20521
142731,20593
68248,20339
142465,20554
87825,20267
112378,20591
116959,20509
103565,20495
95313,20495
95334,20495
150569,20660
151282,20540
133619,20495
114906,20495
103640,20495
151494,20540
115602,20521
115641,20521
90890,20505
87722,20495
115878,20540
149414,20104
103672,20495
151128,20246
151719,20521
151742,20540
150653,20172
151832,20563
151847,20521
151937,20256
152010,20579
103733,20495
77204,20573
115193,20505
76708,20432
99271,20495
26105,20563
87864,20495
55521,20495
103798,20495
115329,20495
115336,20495
95465,20495
152199,20540
91209,20495
150814,20103
129742,20567
152588,20540
152282,20521
115830,20314
79837,20199
79899,20433
113800,20543
153285,20592
152911,20425
153258,20388
95522,20495
42026,20561
43844,20502
95576,20495
43895,20502
95896,20267
26918,20256
23155,20499
55716,20495
99306,20521
22494,20527
97359,20256
99468,20495
52999,20341
27794,20258
152080,20495
27265,20495
27296,20495
90274,20502
55754,20495
55806,20495
27322,20495
48670,20495
50121,20505
91569,20495
91580,20495
91612,20495
152307,20495
95792,20495
152744,20495
99641,20495
27496,20495
55860,20495
55874,20495
95858,20495
99694,20495
99747,20495
55977,20495
99813,20495
95993,20495
99965,20495
27906,20495
48250,20495
91802,20495
91845,20495
91993,20495
48369,20495
48596,20495
48650,20495
48765,20495
48882,20495
49956,20505
49509,20521
50460,20521
50620,20521
49571,20495
51306,20495
49660,20495
50230,20495
50712,20495
50938,20505
88915,20314
91300,20388
37948,20563
52031,20505
51851,20521
51073,20495
4173,20495
4463,20495
4735,20495
4757,20495
4365,20521
650,20540
179,20521
4224,20521
378,20521
1240,20505
5169,20495
2289,20505
663,20521
4698,20521
745,20521
846,20540
36187,20505
44140,20505
896,20521
44205,20505
52101,20505
1053,20540
4333,20540
4982,20521
5606,20505
1115,20521
5230,20521
5414,20521
2142,20521
12153,20521
12156,20521
8088,20521
224,20495
5291,20495
11956,20495
5663,20521
88,20514
19967,20495
20037,20495
20119,20495
20152,20495
20177,20495
16188,20495
16251,20495
36523,20505
36621,20505
44299,20505
16315,20495
24205,20495
20306,20495
3098,20521
86,20514
3197,20521
3224,20505
3257,20521
40062,20495
52511,20505
60136,20495
12364,20495
52348,20495
3440,20521
3674,20505
15955,20521
8191,20495
28090,20495
28113,20495
37001,20505
37206,20502
37016,20563
36586,20495
2981,20495
20181,20505
28202,20495
32183,20495
40785,20505
16544,20495
6021,20521
56289,20495
52612,20521
37796,20521
37824,20521
37770,20505
40569,20495
8575,20521
36906,20495
8677,20521
8714,20521
20571,20495
16703,20495
56380,20495
56402,20495
52766,20495
64512,20540
64671,20623
64241,20495
40752,20495
40790,20495
12570,20495
20647,20495
56445,20495
24305,20495
8559,20495
8561,20495
